"","NAME","NAME_ENGLISH","CONCEPT","BINOMIAL","RANK","VALID","phenosmall","phenobig","image","URL","new_concept","new_binomial","new_englishname","changed"
"630","Xanthia togata","Pink-barred Sallow","Lep_7819","Xanthia togata","Species","V","phenology/VXanthia_togata.png","phenology/VXanthia_togata_big.png","2273x_togatabs.jpg,pinkbarredsallow080998.jpg,pinkbarredsallowngd.jpg,2273x_togatanp.jpg,2273x_togatalarvabs.jpg","http://ukmoths.org.uk/species/xanthia-togata","Lep_7819","Xanthia togata","Pink-barred Sallow",FALSE
"631","Xanthia icteritia","The Sallow","Lep_7822","Xanthia icteritia","Species","V","phenology/VXanthia_icteritia.png","phenology/VXanthia_icteritia_big.png","","http://ukmoths.org.uk","Lep_7822","Cirrhia icteritia","Sallow",TRUE
"632","Xanthia gilvago","Dusky-lemon Sallow","Lep_7825","Xanthia gilvago","Species","V","phenology/VXanthia_gilvago.png","phenology/VXanthia_gilvago_big.png","","http://ukmoths.org.uk","Lep_7825","Cirrhia gilvago","Dusky-lemon Sallow",TRUE
"633","Xanthia ocellaris","Pale-lemon Sallow","Lep_7828","Xanthia ocellaris","Species","V","phenology/VXanthia_ocellaris.png","phenology/VXanthia_ocellaris_big.png","","http://ukmoths.org.uk","Lep_7828","Cirrhia ocellaris","Pale-lemon Sallow",TRUE
"634","Moma alpium","Scarce Merveille du Jour","Lep_7831","Moma alpium","Species","V","phenology/VMoma_alpium.png","phenology/VMoma_alpium_big.png","scarcemvdujour.jpg,2277scarcemerveilledujourlarvagf.jpg","http://ukmoths.org.uk/species/moma-alpium","Lep_7831","Moma alpium","Scarce Merveille du Jour",FALSE
"635","Acronicta megacephala","Poplar Grey","Lep_7834","Acronicta megacephala","Species","V","phenology/VAcronicta_megacephala.png","phenology/VAcronicta_megacephala_big.png","","http://ukmoths.org.uk","Lep_7834","Subacronicta megacephala","Poplar Grey",TRUE
"636","Acronicta aceris","The Sycamore","Lep_7837","Acronicta aceris","Species","V","phenology/VAcronicta_aceris.png","phenology/VAcronicta_aceris_big.png","sycamore.jpg,acronicta_aceris_larva_ngd.jpg,2279a_acerislarvamvp.jpg","http://ukmoths.org.uk/species/acronicta-aceris","Lep_7837","Acronicta aceris","The Sycamore",FALSE
"637","Acronicta leporina","The Miller","Lep_7840","Acronicta leporina","Species","V","phenology/VAcronicta_leporina.png","phenology/VAcronicta_leporina_big.png","millerngd.jpg,2280acronictaleporinaik.jpg,2280a_leporinalarva1bs.jpg,2280a_leporinalarva2bs.jpg,2280a_leporinalarva3bs.jpg,2280themillerlarvagf.jpg,2280a_leporinapupabs.jpg","http://ukmoths.org.uk/species/acronicta-leporina","Lep_7840","Acronicta leporina","The Miller",FALSE
"638","Acronicta alni","Alder Moth","Lep_7843","Acronicta alni","Species","V","phenology/VAcronicta_alni.png","phenology/VAcronicta_alni_big.png","2281aldermoth.jpg,2281aldermothedc.jpg,2281aldermothlarvagf.jpg","http://ukmoths.org.uk/species/acronicta-alni","Lep_7843","Acronicta alni","Alder Moth",FALSE
"639","Acronicta tridens","Dark Dagger","Lep_7849","Acronicta tridens","Species","V","phenology/VAcronicta_tridens.png","phenology/VAcronicta_tridens_big.png","2283darkdaggeredc.jpg","http://ukmoths.org.uk/species/acronicta-tridens","Lep_7849","Acronicta tridens","Dark Dagger",FALSE
"640","Acronicta psi","Grey Dagger","Lep_7852","Acronicta psi","Species","V","phenology/VAcronicta_psi.png","phenology/VAcronicta_psi_big.png","2284acronictapsi.jpg,2284a_psinr.jpg,2284-a-psi-larva-ngjr.jpg,greydaggerlarva2.jpg","http://ukmoths.org.uk/species/acronicta-psi","Lep_7852","Acronicta psi","Grey Dagger",FALSE
"641","Acronicta strigosa","Marsh Dagger","Lep_7855","Acronicta strigosa","Species","V","phenology/VAcronicta_strigosa.png","phenology/VAcronicta_strigosa_big.png","","http://ukmoths.org.uk","Lep_7855","Acronicta strigosa","Marsh Dagger",FALSE
"642","Acronicta menyanthidis","Light Knot Grass","Lep_7858","Acronicta menyanthidis","Species","V","phenology/VAcronicta_menyanthidis.png","phenology/VAcronicta_menyanthidis_big.png","2286lightknotgrassrl.jpg,lightknotgrassdp.jpg,2268acronictamenyanthidiscs.jpg,2286a_menyanthidislarvanr.jpg","http://ukmoths.org.uk/species/acronicta-menyanthidis","Lep_7858","Acronicta menyanthidis","Light Knot Grass",FALSE
"643","Acronicta auricoma","Scarce Dagger","Lep_7861","Acronicta auricoma","Species","V","phenology/VAcronicta_auricoma.png","phenology/VAcronicta_auricoma_big.png","","http://ukmoths.org.uk","Lep_7861","Acronicta auricoma","Scarce Dagger",FALSE
"644","Acronicta euphorbiae","Sweet Gale Moth","Lep_7864","Acronicta euphorbiae","Species","V","phenology/VAcronicta_euphorbiae.png","phenology/VAcronicta_euphorbiae_big.png","2288sweetgalerl.jpg,2288sweetgalemothgf.jpg,2288sweetgalelarvarl.jpg","http://ukmoths.org.uk/species/acronicta-euphorbiae","Lep_7864","Acronicta cinerea","Sweet Gale Moth",TRUE
"645","Acronicta rumicis","Knot Grass","Lep_7867","Acronicta rumicis","Species","V","phenology/VAcronicta_rumicis.png","phenology/VAcronicta_rumicis_big.png","2289a_rumicisik.jpg,2289a_rumicisfsalicisirt.jpg,2289-a-rumicis-larva-ngjr.jpg,knotgrasslarva.jpg","http://ukmoths.org.uk/species/acronicta-rumicis","Lep_7867","Acronicta rumicis","Knot Grass",FALSE
"646","Simyra albovenosa","Reed Dagger","Lep_7870","Simyra albovenosa","Species","V","phenology/VSimyra_albovenosa.png","phenology/VSimyra_albovenosa_big.png","2290reeddagger.jpg,2290reeddaggerlarvarl.jpg","http://ukmoths.org.uk/species/simyra-albovenosa","Lep_7870","Simyra albovenosa","Reed Dagger",FALSE
"647","Craniophora ligustri","The Coronet","Lep_7873","Craniophora ligustri","Species","V","phenology/VCraniophora_ligustri.png","phenology/VCraniophora_ligustri_big.png","2291c_ligustripj.jpg,coronet260898.jpg","http://ukmoths.org.uk/species/craniophora-ligustri","Lep_7873","Craniophora ligustri","The Coronet",FALSE
"648","Cryphia algae","Tree-lichen Beauty","Lep_7876","Cryphia algae","Species","V","phenology/VCryphia_algae.png","phenology/VCryphia_algae_big.png","2292c_algaerb.jpg,2292c_algaeab.jpg,treelichenbeauty.jpg","http://ukmoths.org.uk/species/cryphia-algae","Lep_7876","Cryphia algae","Tree-lichen Beauty",FALSE
"649","Cryphia domestica","Marbled Beauty","Lep_7879","Cryphia domestica","Species","V","phenology/VCryphia_domestica.png","phenology/VCryphia_domestica_big.png","","http://ukmoths.org.uk","Lep_7879","Bryophila domestica","Marbled Beauty",TRUE
"650","Cryphia raptricula","Marbled Grey","Lep_7882","Cryphia raptricula","Species","V","phenology/VCryphia_raptricula.png","phenology/VCryphia_raptricula_big.png","","http://ukmoths.org.uk","Lep_7882","Bryophila raptricula","Marbled Grey",TRUE
"651","Cryphia muralis","Marbled Green","Lep_7885","Cryphia muralis","Species","V","phenology/VCryphia_muralis.png","phenology/VCryphia_muralis_big.png","","http://ukmoths.org.uk","Lep_7885","Nyctobrya muralis","Marbled Green",TRUE
"652","Amphipyra pyramidea","Copper Underwing","Lep_7891","Amphipyra pyramidea","Species","V","phenology/VAmphipyra_pyramidea.png","phenology/VAmphipyra_pyramidea_big.png","copperunderwing250898.jpg,2297a_pyramideapalpsjm.jpg","http://ukmoths.org.uk/species/amphipyra-pyramidea","Lep_7891","Amphipyra pyramidea","Copper Underwing",FALSE
"653","Amphipyra berbera","Svensson's Copper Underwing","Lep_7894","Amphipyra berbera","Species","V","phenology/VAmphipyra_berbera.png","phenology/VAmphipyra_berbera_big.png","svenssonscopperunderwing210898.jpg,amphipyra_svenssoni_larva_ngd.jpg,2298a_berberapalpsjm.jpg","http://ukmoths.org.uk/species/amphipyra-berbera","Lep_7894","Amphipyra berbera","Svensson's Copper Underwing",FALSE
"654","Amphipyra tragopoginis","Mouse Moth","Lep_7897","Amphipyra tragopoginis","Species","V","phenology/VAmphipyra_tragopoginis.png","phenology/VAmphipyra_tragopoginis_big.png","mouse300898.jpg","http://ukmoths.org.uk/species/amphipyra-tragopoginis","Lep_7897","Amphipyra tragopoginis","Mouse Moth",FALSE
"655","Mormo maura","Old Lady","Lep_7900","Mormo maura","Species","V","phenology/VMormo_maura.png","phenology/VMormo_maura_big.png","2300oldlady2.jpg,2300oldladylarvagf.jpg,2300m_maurapupabs.jpg","http://ukmoths.org.uk/species/mormo-maura","Lep_7900","Mormo maura","Old Lady",FALSE
"656","Dypterygia scabriuscula","Bird's Wing","Lep_7903","Dypterygia scabriuscula","Species","V","phenology/VDypterygia_scabriuscula.png","phenology/VDypterygia_scabriuscula_big.png","birdswing.jpg","http://ukmoths.org.uk/species/dypterygia-scabriuscula","Lep_7903","Dypterygia scabriuscula","Bird's Wing",FALSE
"657","Rusina ferruginea","Brown Rustic","Lep_7906","Rusina ferruginea","Species","V","phenology/VRusina_ferruginea.png","phenology/VRusina_ferruginea_big.png","brownrusticab.jpg,2302brownrustic.jpg","http://ukmoths.org.uk/species/rusina-ferruginea","Lep_7906","Rusina ferruginea","Brown Rustic",FALSE
"658","Thalpophila matura","Straw Underwing","Lep_7909","Thalpophila matura","Species","V","phenology/VThalpophila_matura.png","phenology/VThalpophila_matura_big.png","2302strawunderwing.jpg","http://ukmoths.org.uk/species/thalpophila-matura","Lep_7909","Thalpophila matura","Straw Underwing",FALSE
"659","Trachea atriplicis","Orache Moth","Lep_7912","Trachea atriplicis","Species","V","phenology/VTrachea_atriplicis.png","phenology/VTrachea_atriplicis_big.png","2304t_atriplicisrk.jpg,2304t_atriplicisrk2.jpg,2304orachemoth.jpg","http://ukmoths.org.uk/species/trachea-atriplicis","Lep_7912","Trachea atriplicis","Orache Moth",FALSE
"660","Euplexia lucipara","Small Angle Shades","Lep_7915","Euplexia lucipara","Species","V","phenology/VEuplexia_lucipara.png","phenology/VEuplexia_lucipara_big.png","2305e_luciparaik.jpg,2305e_luciparabs.jpg,smallangleshadeslarva.jpg,2305e_luciparalarvaebs.jpg","http://ukmoths.org.uk/species/euplexia-lucipara","Lep_7915","Euplexia lucipara","Small Angle Shades",FALSE
"661","Phlogophora meticulosa","Angle Shades","Lep_7918","Phlogophora meticulosa","Species","V","phenology/VPhlogophora_meticulosa.png","phenology/VPhlogophora_meticulosa_big.png","angleshadesngd.jpg,2306p_meticulosaik.jpg,angleshadeslarvabs.jpg,angleshadeslarva.jpg,angleshadespupabs.jpg","http://ukmoths.org.uk/species/phlogophora-meticulosa","Lep_7918","Phlogophora meticulosa","Angle Shades",FALSE
"662","Callopistria juventina","The Latin","Lep_7924","Callopistria juventina","Species","V","phenology/VCallopistria_juventina.png","phenology/VCallopistria_juventina_big.png","2308c_juventinaph.jpg,2308thelatin.jpg","http://ukmoths.org.uk/species/callopistria-juventina","Lep_7924","Callopistria juventina","The Latin",FALSE
"663","Callopistria latreillei","Latreille's Latin","Lep_7927","Callopistria latreillei","Species","V","phenology/VCallopistria_latreillei.png","phenology/VCallopistria_latreillei_big.png","2309c_latreilleijj.jpg","http://ukmoths.org.uk/species/callopistria-latreillei","Lep_7927","Callopistria latreillei","Latreille's Latin",FALSE
"664","Ipimorpha retusa","Double Kidney","Lep_7933","Ipimorpha retusa","Species","V","phenology/VIpimorpha_retusa.png","phenology/VIpimorpha_retusa_big.png","2311doublekidney.jpg","http://ukmoths.org.uk/species/ipimorpha-retusa","Lep_7933","Ipimorpha retusa","Double Kidney",FALSE
"665","Ipimorpha subtusa","The Olive","Lep_7936","Ipimorpha subtusa","Species","V","phenology/VIpimorpha_subtusa.png","phenology/VIpimorpha_subtusa_big.png","2312i_subtusapk.jpg,2312olivekan.jpg,2312ipimorphasubtusaik.jpg","http://ukmoths.org.uk/species/ipimorpha-subtusa","Lep_7936","Ipimorpha subtusa","The Olive",FALSE
"666","Enargia paleacea","Angle-striped Sallow","Lep_7939","Enargia paleacea","Species","V","phenology/VEnargia_paleacea.png","phenology/VEnargia_paleacea_big.png","2313e_paleaceanr.jpg","http://ukmoths.org.uk/species/enargia-paleacea","Lep_7939","Enargia paleacea","Angle-striped Sallow",FALSE
"667","Parastichtis ypsillon","Dingy Shears","Lep_7942","Parastichtis ypsillon","Species","V","phenology/VParastichtis_ypsillon.png","phenology/VParastichtis_ypsillon_big.png","","http://ukmoths.org.uk","Lep_7942","Apterogenum ypsillon","Dingy Shears",TRUE
"668","Dicycla oo","Heart Moth","Lep_7945","Dicycla oo","Species","V","phenology/VDicycla_oo.png","phenology/VDicycla_oo_big.png","2315dicyclaoocs.jpg","http://ukmoths.org.uk/species/dicycla-oo","Lep_7945","Dicycla oo","Heart Moth",FALSE
"669","Cosmia affinis","Lesser-spotted Pinion","Lep_7948","Cosmia affinis","Species","V","phenology/VCosmia_affinis.png","phenology/VCosmia_affinis_big.png","lesser-sppinion.jpg,lesserspottedpinion.jpg","http://ukmoths.org.uk/species/cosmia-affinis","Lep_7948","Cosmia affinis","Lesser-spotted Pinion",FALSE
"670","Cosmia diffinis","White-spotted Pinion","Lep_7951","Cosmia diffinis","Species","V","phenology/VCosmia_diffinis.png","phenology/VCosmia_diffinis_big.png","2317_cosmia_diffinis_monkswoodngd.jpg,2317_cosmia_diffinis_l5_monkswoodngd.jpg","http://ukmoths.org.uk/species/cosmia-diffinis","Lep_7951","Cosmia diffinis","White-spotted Pinion",FALSE
"671","Cosmia trapezina","The Dun-bar","Lep_7954","Cosmia trapezina","Species","V","phenology/VCosmia_trapezina.png","phenology/VCosmia_trapezina_big.png","2318cosmia_trapezinaik.jpg,2318cosmiatrapezina2ik.jpg,2318c_trapezinanp.jpg,2318c_trapezinapupabs.jpg","http://ukmoths.org.uk/species/cosmia-trapezina","Lep_7954","Cosmia trapezina","The Dun-bar",FALSE
"672","Cosmia pyralina","Lunar-spotted Pinion","Lep_7957","Cosmia pyralina","Species","V","phenology/VCosmia_pyralina.png","phenology/VCosmia_pyralina_big.png","2319c_pyralinajw.jpg","http://ukmoths.org.uk/species/cosmia-pyralina","Lep_7957","Cosmia pyralina","Lunar-spotted Pinion",FALSE
"673","Hyppa rectilinea","The Saxon","Lep_7960","Hyppa rectilinea","Species","V","phenology/VHyppa_rectilinea.png","phenology/VHyppa_rectilinea_big.png","2320thesaxonrl.jpg,2320thesaxongf.jpg","http://ukmoths.org.uk/species/hyppa-rectilinea","Lep_7960","Hyppa rectilinea","The Saxon",FALSE
"674","Apamea monoglypha","Dark Arches","Lep_7963","Apamea monoglypha","Species","V","phenology/VApamea_monoglypha.png","phenology/VApamea_monoglypha_big.png","2321darkarchesmc.jpg,darkarcheslarvajo.jpg","http://ukmoths.org.uk/species/apamea-monoglypha","Lep_7963","Apamea monoglypha","Dark Arches",FALSE
"675","Apamea lithoxylaea","Light Arches","Lep_7966","Apamea lithoxylaea","Species","V","phenology/VApamea_lithoxylaea.png","phenology/VApamea_lithoxylaea_big.png","2322a_lithoxylaeabs.jpg,2322_apamea_lithoxyleangd.jpg,2322a_lithoxylaealarvabs.jpg,2322a_lithoxylaealarva2bs.jpg","http://ukmoths.org.uk/species/apamea-lithoxylaea","Lep_7966","Apamea lithoxylaea","Light Arches",FALSE
"676","Apamea sublustris","Reddish Light Arches","Lep_7969","Apamea sublustris","Species","V","phenology/VApamea_sublustris.png","phenology/VApamea_sublustris_big.png","reddishlightarches.jpg","http://ukmoths.org.uk/species/apamea-sublustris","Lep_7969","Apamea sublustris","Reddish Light Arches",FALSE
"677","Apamea zeta","The Exile/Northern Arches","Lep_7972","Apamea zeta","Species","V","phenology/VApamea_zeta.png","phenology/VApamea_zeta_big.png","","http://ukmoths.org.uk","Lep_7972","Apamea exulis","Northern Arches or Exile",TRUE
"678","Apamea oblonga","Crescent Striped","Lep_7975","Apamea oblonga","Species","V","phenology/VApamea_oblonga.png","phenology/VApamea_oblonga_big.png","2325crescentstripedrl.jpg","http://ukmoths.org.uk/species/apamea-oblonga","Lep_7975","Apamea oblonga","Crescent Striped",FALSE
"679","Apamea crenata","Clouded-bordered Brindle","Lep_7978","Apamea crenata","Species","V","phenology/VApamea_crenata.png","phenology/VApamea_crenata_big.png","2326a_crenatabs.jpg,2326apameacrenata.jpg,2326a_crenatalarvamidinstarbs.jpg,2326a_crenatalarvafinalinstarbs.jpg","http://ukmoths.org.uk/species/apamea-crenata","Lep_7978","Apamea crenata","Clouded-bordered Brindle",FALSE
"680","Apamea epomidion","Clouded Brindle","Lep_7981","Apamea epomidion","Species","V","phenology/VApamea_epomidion.png","phenology/VApamea_epomidion_big.png","commonpug1.jpg","http://ukmoths.org.uk/species/apamea-epomidion","Lep_7981","Apamea epomidion","Clouded Brindle",FALSE
"681","Apamea lateritia","Scarce Brindle","Lep_7984","Apamea lateritia","Species","V","phenology/VApamea_lateritia.png","phenology/VApamea_lateritia_big.png","","http://ukmoths.org.uk","Lep_7984","Apamea lateritia","Scarce Brindle",FALSE
"682","Apamea furva","The Confused","Lep_7987","Apamea furva","Species","V","phenology/VApamea_furva.png","phenology/VApamea_furva_big.png","2329a_furvams.jpg","http://ukmoths.org.uk/species/apamea-furva","Lep_7987","Apamea furva","The Confused",FALSE
"683","Apamea remissa","Dusky Brocade","Lep_7990","Apamea remissa","Species","V","phenology/VApamea_remissa.png","phenology/VApamea_remissa_big.png","2330a_remissacj.jpg,2330a_remissacj2.jpg,duskybrocade300698.jpg","http://ukmoths.org.uk/species/apamea-remissa","Lep_7990","Apamea remissa","Dusky Brocade",FALSE
"684","Apamea unanimis","Small Clouded Brindle","Lep_7993","Apamea unanimis","Species","V","phenology/VApamea_unanimis.png","phenology/VApamea_unanimis_big.png","2331a_unanimispk.jpg,2331apamea_unanimisik.jpg","http://ukmoths.org.uk/species/apamea-unanimis","Lep_7993","Apamea unanimis","Small Clouded Brindle",FALSE
"685","Apamea anceps","Large Nutmeg","Lep_7999","Apamea anceps","Species","V","phenology/VApamea_anceps.png","phenology/VApamea_anceps_big.png","largenutmeg.jpg,2333_apamea_ancepsngd.jpg","http://ukmoths.org.uk/species/apamea-anceps","Lep_7999","Apamea anceps","Large Nutmeg",FALSE
"686","Apamea sordens","Rustic Shoulder-knot","Lep_8002","Apamea sordens","Species","V","phenology/VApamea_sordens.png","phenology/VApamea_sordens_big.png","","http://ukmoths.org.uk","Lep_8002","Apamea sordens","Rustic Shoulder-knot",FALSE
"687","Apamea scolopacina","Slender Brindle","Lep_8005","Apamea scolopacina","Species","V","phenology/VApamea_scolopacina.png","phenology/VApamea_scolopacina_big.png","2335_apamea_scolopacina_monkswoodngd.jpg","http://ukmoths.org.uk/species/apamea-scolopacina","Lep_8005","Apamea scolopacina","Slender Brindle",FALSE
"688","Apamea ophiogramma","Double Lobed","Lep_8008","Apamea ophiogramma","Species","V","phenology/VApamea_ophiogramma.png","phenology/VApamea_ophiogramma_big.png","","http://ukmoths.org.uk","Lep_8008","Lateroligia ophiogramma","Double Lobed",TRUE
"689","Oligia strigilis","Marbled Minor","Lep_8011","Oligia strigilis","Species","V","phenology/VOligia_strigilis.png","phenology/VOligia_strigilis_big.png","minor080698a.jpg","http://ukmoths.org.uk/species/oligia-strigilis","Lep_8011","Oligia strigilis","Marbled Minor",FALSE
"690","Oligia versicolor","Rufous Minor","Lep_8014","Oligia versicolor","Species","V","phenology/VOligia_versicolor.png","phenology/VOligia_versicolor_big.png","2338o_versicolorpk.jpg,2338oligiaversicolor2.jpg,2338oligiaversicolor.jpg","http://ukmoths.org.uk/species/oligia-versicolor","Lep_8014","Oligia versicolor","Rufous Minor",FALSE
