"","NAME","NAME_ENGLISH","CONCEPT","BINOMIAL","RANK","VALID","phenosmall","phenobig","image","URL","new_concept","new_binomial","new_englishname","changed"
"702","Chortodes elymi","Lyme Grass","Lep_8044","Chortodes elymi","Species","V","phenology/VChortodes_elymi.png","phenology/VChortodes_elymi_big.png","","http://ukmoths.org.uk","Lep_8044","Longalatedes elymi","Lyme Grass",TRUE
"703","Chortodes fluxa","Mere Wainscot","Lep_8047","Chortodes fluxa","Species","V","phenology/VChortodes_fluxa.png","phenology/VChortodes_fluxa_big.png","","http://ukmoths.org.uk","Lep_8047","Photedes fluxa","Mere Wainscot",TRUE
"704","Chortodes pygmina","Small Wainscot","Lep_8050","Chortodes pygmina","Species","V","phenology/VChortodes_pygmina.png","phenology/VChortodes_pygmina_big.png","","http://ukmoths.org.uk","Lep_8050","Denticucullus pygmina","Small Wainscot",TRUE
"705","Chortodes brevilinea","Fenn's Wainscot","Lep_8053","Chortodes brevilinea","Species","V","phenology/VChortodes_brevilinea.png","phenology/VChortodes_brevilinea_big.png","","http://ukmoths.org.uk","Lep_8053","Protarchanara brevilinea","Fenn's Wainscot",TRUE
"706","Eremobia ochroleuca","Dusky Sallow","Lep_8056","Eremobia ochroleuca","Species","V","phenology/VEremobia_ochroleuca.png","phenology/VEremobia_ochroleuca_big.png","duskysallowngd.jpg","http://ukmoths.org.uk/species/eremobia-ochroleuca","Lep_8056","Eremobia ochroleuca","Dusky Sallow",FALSE
"707","Luperina testacea","Flounced Rustic","Lep_8059","Luperina testacea","Species","V","phenology/VLuperina_testacea.png","phenology/VLuperina_testacea_big.png","2353_luperina_testacea_hemingford_greyngd.jpg,2353l_testaceacj.jpg,2353l_testaceanr.jpg","http://ukmoths.org.uk/species/luperina-testacea","Lep_8059","Luperina testacea","Flounced Rustic",FALSE
"708","Luperina nickerlii","Sandhill Rustic","Lep_8062","Luperina nickerlii","Species","V","phenology/VLuperina_nickerlii.png","phenology/VLuperina_nickerlii_big.png","","http://ukmoths.org.uk","Lep_8062","Luperina nickerlii","Sandhill Rustic",FALSE
"709","Amphipoea lucens","Large Ear","Lep_8071","Amphipoea lucens","Species","V","phenology/VAmphipoea_lucens.png","phenology/VAmphipoea_lucens_big.png","largeear.jpg,largeear130902-gendet.jpg,2357a_lucensnr.jpg","http://ukmoths.org.uk/species/amphipoea-lucens","Lep_8071","Amphipoea lucens","Large Ear",FALSE
"710","Amphipoea fucosa","Saltern Ear","Lep_8074","Amphipoea fucosa","Species","V","phenology/VAmphipoea_fucosa.png","phenology/VAmphipoea_fucosa_big.png","salternear.jpg","http://ukmoths.org.uk/species/amphipoea-fucosa","Lep_8074","Amphipoea fucosa","Saltern Ear",FALSE
"711","Amphipoea crinanensis","Crinan Ear","Lep_8077","Amphipoea crinanensis","Species","V","phenology/VAmphipoea_crinanensis.png","phenology/VAmphipoea_crinanensis_big.png","2359crinanear2rl.jpg,2359crinanearrl.jpg,2359crinanear3rl.jpg","http://ukmoths.org.uk/species/amphipoea-crinanensis","Lep_8077","Amphipoea crinanensis","Crinan Ear",FALSE
"712","Amphipoea oculea","Ear Moth","Lep_8080","Amphipoea oculea","Species","V","phenology/VAmphipoea_oculea.png","phenology/VAmphipoea_oculea_big.png","2360earmoth.jpg","http://ukmoths.org.uk/species/amphipoea-oculea","Lep_8080","Amphipoea oculea","Ear Moth",FALSE
"713","Hydraecia micacea","Rosy Rustic","Lep_8083","Hydraecia micacea","Species","V","phenology/VHydraecia_micacea.png","phenology/VHydraecia_micacea_big.png","rosyrustic140998.jpg,2361h_micaceanr.jpg,rosyrusticngd.jpg","http://ukmoths.org.uk/species/hydraecia-micacea","Lep_8083","Hydraecia micacea","Rosy Rustic",FALSE
"714","Hydraecia petasitis","The Butterbur","Lep_8086","Hydraecia petasitis","Species","V","phenology/VHydraecia_petasitis.png","phenology/VHydraecia_petasitis_big.png","2362h_petasitispk.jpg","http://ukmoths.org.uk/species/hydraecia-petasitis","Lep_8086","Hydraecia petasitis","The Butterbur",FALSE
"715","Hydraecia osseola","Marsh Mallow Moth","Lep_8089","Hydraecia osseola","Species","V","phenology/VHydraecia_osseola.png","phenology/VHydraecia_osseola_big.png","","http://ukmoths.org.uk","Lep_8089","Hydraecia osseola","Marsh Mallow Moth",FALSE
"716","Gortyna flavago","Frosted Orange","Lep_8092","Gortyna flavago","Species","V","phenology/VGortyna_flavago.png","phenology/VGortyna_flavago_big.png","frostedorange1ngd.jpg,frostedorange2ngd.jpg,2364frostedorange.jpg,2364g_flavagolarvapc.jpg","http://ukmoths.org.uk/species/gortyna-flavago","Lep_8092","Gortyna flavago","Frosted Orange",FALSE
"717","Gortyna borelii","Fisher's Estuarine Moth","Lep_8095","Gortyna borelii","Species","V","phenology/VGortyna_borelii.png","phenology/VGortyna_borelii_big.png","fishersestuarinemothkt.jpg,2365g_boreliirk.jpg","http://ukmoths.org.uk/species/gortyna-borelii","Lep_8095","Gortyna borelii","Fisher's Estuarine Moth",FALSE
"718","Celaena haworthii","Haworth's Minor","Lep_8101","Celaena haworthii","Species","V","phenology/VCelaena_haworthii.png","phenology/VCelaena_haworthii_big.png","2367celaenahaworthiiik.jpg,haworthsminor020998.jpg","http://ukmoths.org.uk/species/celaena-haworthii","Lep_8101","Celaena haworthii","Haworth's Minor",FALSE
"719","Celaena leucostigma","The Crescent","Lep_8104","Celaena leucostigma","Species","V","phenology/VCelaena_leucostigma.png","phenology/VCelaena_leucostigma_big.png","","http://ukmoths.org.uk","Lep_8104","Helotropha leucostigma",NA,TRUE
"720","Nonagria typhae","Bulrush Wainscot","Lep_8107","Nonagria typhae","Species","V","phenology/VNonagria_typhae.png","phenology/VNonagria_typhae_big.png","bulrushwainscot.jpg,2369nonagria_typhaepupasd.jpg","http://ukmoths.org.uk/species/nonagria-typhae","Lep_8107","Nonagria typhae","Bulrush Wainscot",FALSE
"721","Archanara geminipuncta","Twin-spotted Wainscot","Lep_8110","Archanara geminipuncta","Species","V","phenology/VArchanara_geminipuncta.png","phenology/VArchanara_geminipuncta_big.png","","http://ukmoths.org.uk","Lep_8110","Lenisa geminipuncta","Twin-spotted Wainscot",TRUE
"722","Archanara dissoluta","Brown-veined Wainscot","Lep_8113","Archanara dissoluta","Species","V","phenology/VArchanara_dissoluta.png","phenology/VArchanara_dissoluta_big.png","brownveinedwainscot.jpg","http://ukmoths.org.uk/species/archanara-dissoluta","Lep_8113","Archanara dissoluta","Brown-veined Wainscot",FALSE
"723","Archanara neurica","White-mantled Wainscot","Lep_8116","Archanara neurica","Species","V","phenology/VArchanara_neurica.png","phenology/VArchanara_neurica_big.png","","http://ukmoths.org.uk","Lep_8116","Archanara neurica","White-mantled Wainscot",FALSE
"724","Archanara sparganii","Webb's Wainscot","Lep_8119","Archanara sparganii","Species","V","phenology/VArchanara_sparganii.png","phenology/VArchanara_sparganii_big.png","","http://ukmoths.org.uk","Lep_8119","Globia sparganii","Webb's Wainscot",TRUE
"725","Archanara algae","Rush Wainscot","Lep_8122","Archanara algae","Species","V","phenology/VArchanara_algae.png","phenology/VArchanara_algae_big.png","","http://ukmoths.org.uk","Lep_8122","Globia algae","Rush Wainscot",TRUE
"726","Rhizedra lutosa","Large Wainscot","Lep_8125","Rhizedra lutosa","Species","V","phenology/VRhizedra_lutosa.png","phenology/VRhizedra_lutosa_big.png","largewainscotngd.jpg,2375largewainscot.jpg","http://ukmoths.org.uk/species/rhizedra-lutosa","Lep_8125","Rhizedra lutosa","Large Wainscot",FALSE
"727","Sedina buettneri","Blair's Wainscot","Lep_8128","Sedina buettneri","Species","V","phenology/VSedina_buettneri.png","phenology/VSedina_buettneri_big.png","","http://ukmoths.org.uk","Lep_8128","Sedina buettneri","Blair's Wainscot",FALSE
"728","Arenostola phragmitidis","Fen Wainscot","Lep_8131","Arenostola phragmitidis","Species","V","phenology/VArenostola_phragmitidis.png","phenology/VArenostola_phragmitidis_big.png","fenwainscot.jpg","http://ukmoths.org.uk/species/arenostola-phragmitidis","Lep_8131","Arenostola phragmitidis","Fen Wainscot",FALSE
"729","Coenobia rufa","Small Rufous","Lep_8137","Coenobia rufa","Species","V","phenology/VCoenobia_rufa.png","phenology/VCoenobia_rufa_big.png","2379smallrufous2.jpg,2379coenobia_rufajb.jpg","http://ukmoths.org.uk/species/coenobia-rufa","Lep_8137","Coenobia rufa","Small Rufous",FALSE
"730","Charanyca trigrammica","Treble Lines","Lep_8140","Charanyca trigrammica","Species","V","phenology/VCharanyca_trigrammica.png","phenology/VCharanyca_trigrammica_big.png","2380treblelines.jpg,treblelinesrh.jpg,2380c_trigrammicalr.jpg","http://ukmoths.org.uk/species/charanyca-trigrammica","Lep_8140","Charanyca trigrammica","Treble Lines",FALSE
"731","Hoplodrina alsines","The Uncertain","Lep_8143","Hoplodrina alsines","Species","V","phenology/VHoplodrina_alsines.png","phenology/VHoplodrina_alsines_big.png","","http://ukmoths.org.uk","Lep_8143","Hoplodrina octogenaria","Uncertain",TRUE
"732","Hoplodrina blanda","The Rustic","Lep_8146","Hoplodrina blanda","Species","V","phenology/VHoplodrina_blanda.png","phenology/VHoplodrina_blanda_big.png","hblanda.jpg,2382h_blandamaleundbg.jpg","http://ukmoths.org.uk/species/hoplodrina-blanda","Lep_8146","Hoplodrina blanda","The Rustic",FALSE
"733","Hoplodrina superstes","Powdered Rustic","Lep_8149","Hoplodrina superstes","Species","V","phenology/VHoplodrina_superstes.png","phenology/VHoplodrina_superstes_big.png","2383h_superstesmalebg.jpg,2383h_superstesfembg.jpg,2383h_superstesmaleundbg.jpg","http://ukmoths.org.uk/species/hoplodrina-superstes","Lep_8149","Hoplodrina superstes","Powdered Rustic",FALSE
"734","Hoplodrina ambigua","Vine's Rustic","Lep_8152","Hoplodrina ambigua","Species","V","phenology/VHoplodrina_ambigua.png","phenology/VHoplodrina_ambigua_big.png","","http://ukmoths.org.uk","Lep_8152","Hoplodrina ambigua","Vine's Rustic",FALSE
"735","Spodoptera exigua","Small Mottled Willow","Lep_8155","Spodoptera exigua","Species","V","phenology/VSpodoptera_exigua.png","phenology/VSpodoptera_exigua_big.png","smallmottledwillowik.jpg,smallmottledwillow.jpg,smallmottledwillowlarva.jpg,smallmottledwillowlarva2.jpg","http://ukmoths.org.uk/species/spodoptera-exigua","Lep_8155","Spodoptera exigua","Small Mottled Willow",FALSE
"736","Spodoptera littoralis","Mediterranean Brocade","Lep_8158","Spodoptera littoralis","Species","V","phenology/VSpodoptera_littoralis.png","phenology/VSpodoptera_littoralis_big.png","2386s_littoralismh.jpg,1768mediterraneanbrocadejp.jpg,2386s_littoralisdg.jpg","http://ukmoths.org.uk/species/spodoptera-littoralis","Lep_8158","Spodoptera littoralis","Mediterranean Brocade",FALSE
"737","Caradrina morpheus","Mottled Rustic","Lep_8161","Caradrina morpheus","Species","V","phenology/VCaradrina_morpheus.png","phenology/VCaradrina_morpheus_big.png","2387c_morpheuscj.jpg,2387caradrinamorpheusik.jpg","http://ukmoths.org.uk/species/caradrina-morpheus","Lep_8161","Caradrina morpheus","Mottled Rustic",FALSE
"738","Platyperigea kadenii","Clancy's Rustic","Lep_8162","Platyperigea kadenii","Species","V","phenology/VPlatyperigea_kadenii.png","phenology/VPlatyperigea_kadenii_big.png","","http://ukmoths.org.uk","Lep_8162","Platyperigea kadenii","Clancy's Rustic",FALSE
"739","Paradrina clavipalpis","Pale Mottled Willow","Lep_8167","Paradrina clavipalpis","Species","V","phenology/VParadrina_clavipalpis.png","phenology/VParadrina_clavipalpis_big.png","","http://ukmoths.org.uk","Lep_8167","Caradrina clavipalpis","Pale Mottled Willow",TRUE
"740","Chilodes maritimus","Silky Wainscot","Lep_8173","Chilodes maritimus","Species","V","phenology/VChilodes_maritimus.png","phenology/VChilodes_maritimus_big.png","","http://ukmoths.org.uk","Lep_8173","Chilodes maritima","Silky Wainscot",TRUE
"741","Athetis pallustris","Marsh Moth","Lep_8176","Athetis pallustris","Species","V","phenology/VAthetis_pallustris.png","phenology/VAthetis_pallustris_big.png","marshmothlg.jpg","http://ukmoths.org.uk/species/athetis-pallustris","Lep_8176","Athetis pallustris","Marsh Moth",FALSE
"742","Proxenus hospes","Porter's Rustic","Lep_8177","Proxenus hospes","Species","V","phenology/VProxenus_hospes.png","phenology/VProxenus_hospes_big.png","","http://ukmoths.org.uk","Lep_8177","Athetis hospes","Porter's Rustic",TRUE
"743","Acosmetia caliginosa","Reddish Buff","Lep_8179","Acosmetia caliginosa","Species","V","phenology/VAcosmetia_caliginosa.png","phenology/VAcosmetia_caliginosa_big.png","1773reddishbuffjp.jpg,1773reddishbuffmalejp.jpg","http://ukmoths.org.uk/species/acosmetia-caliginosa","Lep_8179","Acosmetia caliginosa","Reddish Buff",FALSE
"744","Stilbia anomala","The Anomalous","Lep_8182","Stilbia anomala","Species","V","phenology/VStilbia_anomala.png","phenology/VStilbia_anomala_big.png","2394s_anomalatb.jpg,2394anomalous.jpg,2394anomalouskan.jpg","http://ukmoths.org.uk/species/stilbia-anomala","Lep_8182","Stilbia anomala","The Anomalous",FALSE
"745","Elaphria venustula","Rosy Marbled","Lep_8188","Elaphria venustula","Species","V","phenology/VElaphria_venustula.png","phenology/VElaphria_venustula_big.png","rosymarbled.jpg","http://ukmoths.org.uk/species/elaphria-venustula","Lep_8188","Elaphria venustula","Rosy Marbled",FALSE
"746","Panemeria tenebrata","Small Yellow Underwing","Lep_8191","Panemeria tenebrata","Species","V","phenology/VPanemeria_tenebrata.png","phenology/VPanemeria_tenebrata_big.png","smallyellowunderwingrw.jpg,2397p_tenebratanp.jpg,2397smallyellowunderwing.jpg","http://ukmoths.org.uk/species/panemeria-tenebrata","Lep_8191","Panemeria tenebrata","Small Yellow Underwing",FALSE
"747","Periphanes delphinii","Pease Blossom","Lep_8194","Periphanes delphinii","Species","V","phenology/VPeriphanes_delphinii.png","phenology/VPeriphanes_delphinii_big.png","2398p_delphiniibg.jpg","http://ukmoths.org.uk/species/periphanes-delphinii","Lep_8194","Periphanes delphinii","Pease Blossom",FALSE
"748","Pyrrhia umbra","Bordered Sallow","Lep_8197","Pyrrhia umbra","Species","V","phenology/VPyrrhia_umbra.png","phenology/VPyrrhia_umbra_big.png","2399p_umbrabs.jpg,2399p_umbradt.jpg,2399borderedsallow.jpg","http://ukmoths.org.uk/species/pyrrhia-umbra","Lep_8197","Pyrrhia umbra","Bordered Sallow",FALSE
"749","Helicoverpa armigera","Scarce Bordered Straw","Lep_8200","Helicoverpa armigera","Species","V","phenology/VHelicoverpa_armigera.png","phenology/VHelicoverpa_armigera_big.png","scarceborderedstrawtd.jpg,scarceborderedstraw2td.jpg,scarceborderedstrawlarva1.jpg,scarceborderedstrawlarva2.jpg","http://ukmoths.org.uk/species/helicoverpa-armigera","Lep_8200","Helicoverpa armigera","Scarce Bordered Straw",FALSE
"750","Heliothis viriplaca","Marbled Clover","Lep_8203","Heliothis viriplaca","Species","V","phenology/VHeliothis_viriplaca.png","phenology/VHeliothis_viriplaca_big.png","","http://ukmoths.org.uk","Lep_8203","Heliothis viriplaca","Marbled Clover",FALSE
"751","Heliothis maritima","Shoulder-striped Clover","Lep_8206","Heliothis maritima","Species","V","phenology/VHeliothis_maritima.png","phenology/VHeliothis_maritima_big.png","","http://ukmoths.org.uk","Lep_8206","Heliothis maritima","Shoulder-striped Clover",FALSE
"752","Heliothis peltigera","Bordered Straw","Lep_8209","Heliothis peltigera","Species","V","phenology/VHeliothis_peltigera.png","phenology/VHeliothis_peltigera_big.png","2403borderedstrawcf.jpg","http://ukmoths.org.uk/species/heliothis-peltigera","Lep_8209","Heliothis peltigera","Bordered Straw",FALSE
"753","Heliothis nubigera","Eastern Bordered Straw","Lep_8212","Heliothis nubigera","Species","V","phenology/VHeliothis_nubigera.png","phenology/VHeliothis_nubigera_big.png","2404h_nubigeraph.jpg","http://ukmoths.org.uk/species/heliothis-nubigera","Lep_8212","Heliothis nubigera","Eastern Bordered Straw",FALSE
"754","Eublemma ostrina","Purple Marbled","Lep_8221","Eublemma ostrina","Species","V","phenology/VEublemma_ostrina.png","phenology/VEublemma_ostrina_big.png","purplemarbled.jpg","http://ukmoths.org.uk/species/eublemma-ostrina","Lep_8221","Eublemma ostrina","Purple Marbled",FALSE
"755","Eublemma parva","Small Marbled","Lep_8224","Eublemma parva","Species","V","phenology/VEublemma_parva.png","phenology/VEublemma_parva_big.png","2408smallmarbled.jpg","http://ukmoths.org.uk/species/eublemma-parva","Lep_8224","Eublemma parva","Small Marbled",FALSE
"756","Eublemma purpurina","Beautiful Marbled","Lep_8228","Eublemma purpurina","Species","V","phenology/VEublemma_purpurina.png","phenology/VEublemma_purpurina_big.png","2407ae_purpurinaph.jpg,2407ae_purpurinaik.jpg","http://ukmoths.org.uk/species/eublemma-purpurina","Lep_8228","Eublemma purpurina","Beautiful Marbled",FALSE
"757","Protodeltote pygarga","Marbled White Spot","Lep_8230","Protodeltote pygarga","Species","V","phenology/VProtodeltote_pygarga.png","phenology/VProtodeltote_pygarga_big.png","","http://ukmoths.org.uk","Lep_8230","Deltote pygarga","Marbled White Spot",TRUE
"758","Deltote uncula","Silver Hook","Lep_8236","Deltote uncula","Species","V","phenology/VDeltote_uncula.png","phenology/VDeltote_uncula_big.png","2412d_unculaas.jpg,2412silverhook2.jpg","http://ukmoths.org.uk/species/deltote-uncula","Lep_8236","Deltote uncula","Silver Hook",FALSE
"759","Deltote bankiana","Silver Barred","Lep_8239","Deltote bankiana","Species","V","phenology/VDeltote_bankiana.png","phenology/VDeltote_bankiana_big.png","","http://ukmoths.org.uk","Lep_8239","Deltote bankiana","Silver Barred",FALSE
"760","Emmelia trabealis","Spotted Sulphur","Lep_8242","Emmelia trabealis","Species","V","phenology/VEmmelia_trabealis.png","phenology/VEmmelia_trabealis_big.png","","http://ukmoths.org.uk","Lep_8242","Acontia trabealis","Spotted Sulphur",TRUE
"761","Acontia lucida","Pale Shoulder","Lep_8245","Acontia lucida","Species","V","phenology/VAcontia_lucida.png","phenology/VAcontia_lucida_big.png","paleshoulder.jpg,paleshoulderlarva.jpg,paleshouldercat2.jpg","http://ukmoths.org.uk/species/acontia-lucida","Lep_8245","Acontia lucida","Pale Shoulder",FALSE
"762","Earias clorana","Cream-bordered Green Pea","Lep_8254","Earias clorana","Species","V","phenology/VEarias_clorana.png","phenology/VEarias_clorana_big.png","2418e_cloranajw.jpg,2418e_clorana2jw.jpg","http://ukmoths.org.uk/species/earias-clorana","Lep_8254","Earias clorana","Cream-bordered Green Pea",FALSE
"763","Earias insulana","Egyptian Bollworm","Lep_8260","Earias insulana","Species","V","phenology/VEarias_insulana.png","phenology/VEarias_insulana_big.png","2420e_insulanadg.jpg,2420e_insulanadg2.jpg","http://ukmoths.org.uk/species/earias-insulana","Lep_8260","Earias insulana","Egyptian Bollworm",FALSE
"764","Earias vittella",NA,"Lep_8261","Earias vittella","Species","V","phenology/VEarias_vittella.png","phenology/VEarias_vittella_big.png","","http://ukmoths.org.uk","Lep_8261","Earias vittella",NA,NA
"765","Bena bicolorana","Scarce Silver-lines","Lep_8263","Bena bicolorana","Species","V","phenology/VBena_bicolorana.png","phenology/VBena_bicolorana_big.png","2421b_bicoloranare.jpg,2421b_bicoloranare2.jpg,2421scarcesilverlines.jpg","http://ukmoths.org.uk/species/bena-bicolorana","Lep_8263","Bena bicolorana","Scarce Silver-lines",FALSE
"766","Pseudoips prasinana","Green Silver-lines","Lep_8266","Pseudoips prasinana","Species","V","phenology/VPseudoips_prasinana.png","phenology/VPseudoips_prasinana_big.png","greensilverlinesik.jpg,2422greensilverlines.jpg,2422_pseudoips_prasinana_l5_monkswoodngd.jpg,2422p-prasinana-larva-ngjr.jpg,2422greensilverlineslarvagf.jpg,2422greensilverlinespupaegf.jpg","http://ukmoths.org.uk/species/pseudoips-prasinana","Lep_8266","Pseudoips prasinana","Green Silver-lines",FALSE
"767","Nycteola revayana","Oak Nycteoline","Lep_8269","Nycteola revayana","Species","V","phenology/VNycteola_revayana.png","phenology/VNycteola_revayana_big.png","2423n_revayanabs.jpg,2423n_revayanapk.jpg,2423n_revayanaad.jpg,oaknycteolinerb.jpg,2423n_revayananr.jpg,2423n_revayanalarvabs.jpg,2423n_revayanacocoonbs.jpg,2423n_revayanapupabs.jpg","http://ukmoths.org.uk/species/nycteola-revayana","Lep_8269","Nycteola revayana","Oak Nycteoline",FALSE
"768","Nycteola asiatica","Eastern Nycteoline","Lep_8270","Nycteola asiatica","Species","V","phenology/VNycteola_asiatica.png","phenology/VNycteola_asiatica_big.png","","http://ukmoths.org.uk","Lep_8270","Nycteola asiatica","Eastern Nycteoline",FALSE
"769","Pardasena virgulana","Grey Square","Lep_8273","Pardasena virgulana","Species","V","phenology/VPardasena_virgulana.png","phenology/VPardasena_virgulana_big.png","","http://ukmoths.org.uk","Lep_8273","Pardasena virgulana","Grey Square",FALSE
"770","Colocasia coryli","Nut-tree Tussock","Lep_8275","Colocasia coryli","Species","V","phenology/VColocasia_coryli.png","phenology/VColocasia_coryli_big.png","2425nuttreetussock.jpg,2425c_corylinp.jpg,2425-c-coryli-larva-ngjr.jpg,2425nuttreetussocklarvaegf.jpg","http://ukmoths.org.uk/species/colocasia-coryli","Lep_8275","Colocasia coryli","Nut-tree Tussock",FALSE
"771","Chrysodeixis chalcites","Golden Twin-spot","Lep_8284","Chrysodeixis chalcites","Species","V","phenology/VChrysodeixis_chalcites.png","phenology/VChrysodeixis_chalcites_big.png","2428goldentwinspotgf.jpg","http://ukmoths.org.uk/species/chrysodeixis-chalcites","Lep_8284","Chrysodeixis chalcites","Golden Twin-spot",FALSE
"772","Chrysodeixis acuta","Tunbridge Wells Gem","Lep_8287","Chrysodeixis acuta","Species","V","phenology/VChrysodeixis_acuta.png","phenology/VChrysodeixis_acuta_big.png","2429chrysodeixis_acutaph.jpg,1784atunbridgewellsgemjp.jpg","http://ukmoths.org.uk/species/chrysodeixis-acuta","Lep_8287","Chrysodeixis acuta","Tunbridge Wells Gem",FALSE
"773","Ctenoplusia limbirena","Scar Bank Gem","Lep_8290","Ctenoplusia limbirena","Species","V","phenology/VCtenoplusia_limbirena.png","phenology/VCtenoplusia_limbirena_big.png","1784bscarbankgemjp.jpg","http://ukmoths.org.uk/species/ctenoplusia-limbirena","Lep_8290","Ctenoplusia limbirena","Scar Bank Gem",FALSE
"774","Trichoplusia ni","The Ni Moth","Lep_8296","Trichoplusia ni","Species","V","phenology/VTrichoplusia_ni.png","phenology/VTrichoplusia_ni_big.png","2432nimothkan.jpg","http://ukmoths.org.uk/species/trichoplusia-ni","Lep_8296","Trichoplusia ni","The Ni Moth",FALSE
"775","Thysanoplusia orichalcea","Slender Burnished Brass","Lep_8299","Thysanoplusia orichalcea","Species","V","phenology/VThysanoplusia_orichalcea.png","phenology/VThysanoplusia_orichalcea_big.png","slenderburnishedbrasstd.jpg,2433slenderburnishedbrasskan.jpg","http://ukmoths.org.uk/species/thysanoplusia-orichalcea","Lep_8299","Thysanoplusia orichalcea","Slender Burnished Brass",FALSE
"776","Diachrysia chrysitis","Burnished Brass","Lep_8302","Diachrysia chrysitis","Species","V","phenology/VDiachrysia_chrysitis.png","phenology/VDiachrysia_chrysitis_big.png","2434diachrysia_chrysitistd.jpg,2434d_chrysitispk.jpg,2434d_chrysitisik.jpg,2434d_chrysitislarvabs.jpg","http://ukmoths.org.uk/species/diachrysia-chrysitis","Lep_8302","Diachrysia chrysitis","Burnished Brass",FALSE
"777","Diachrysia chryson","Scarce Burnished Brass","Lep_8305","Diachrysia chryson","Species","V","phenology/VDiachrysia_chryson.png","phenology/VDiachrysia_chryson_big.png","2435scarceburnishedbrass1.jpg,2435d_chrysonbs.jpg","http://ukmoths.org.uk/species/diachrysia-chryson","Lep_8305","Diachrysia chryson","Scarce Burnished Brass",FALSE
"778","Macdunnoughia confusa","Dewick's Plusia","Lep_8308","Macdunnoughia confusa","Species","V","phenology/VMacdunnoughia_confusa.png","phenology/VMacdunnoughia_confusa_big.png","2436dewicksplusia.jpg","http://ukmoths.org.uk/species/macdunnoughia-confusa","Lep_8308","Macdunnoughia confusa","Dewick's Plusia",FALSE
"779","Polychrysia moneta","Golden Plusia","Lep_8311","Polychrysia moneta","Species","V","phenology/VPolychrysia_moneta.png","phenology/VPolychrysia_moneta_big.png","2437p_monetaph.jpg","http://ukmoths.org.uk/species/polychrysia-moneta","Lep_8311","Polychrysia moneta","Golden Plusia",FALSE
"780","Plusia festucae","Gold Spot","Lep_8317","Plusia festucae","Species","V","phenology/VPlusia_festucae.png","phenology/VPlusia_festucae_big.png","2439p_festucaepw.jpg,2439p_festucaeik.jpg,2439p_festucaecj.jpg","http://ukmoths.org.uk/species/plusia-festucae","Lep_8317","Plusia festucae","Gold Spot",FALSE
"781","Plusia putnami","Lempke's Gold Spot","Lep_8320","Plusia putnami","Species","V","phenology/VPlusia_putnami.png","phenology/VPlusia_putnami_big.png","lempkesgoldspot.jpg","http://ukmoths.org.uk/species/plusia-putnami","Lep_8320","Plusia putnami","Lempke's Gold Spot",FALSE
"782","Autographa gamma","Silver Y","Lep_8323","Autographa gamma","Species","V","phenology/VAutographa_gamma.png","phenology/VAutographa_gamma_big.png","2441a_gammaik.jpg,2441a_gammatt.jpg","http://ukmoths.org.uk/species/autographa-gamma","Lep_8323","Autographa gamma","Silver Y",FALSE
"783","Autographa pulchrina","Beautiful Golden Y","Lep_8326","Autographa pulchrina","Species","V","phenology/VAutographa_pulchrina.png","phenology/VAutographa_pulchrina_big.png","bgoldeny1.jpg,2442a_pulchrinacj.jpg,2442a_pulchrinanr.jpg,2442a_pulchrinalarvabs.jpg","http://ukmoths.org.uk/species/autographa-pulchrina","Lep_8326","Autographa pulchrina","Beautiful Golden Y",FALSE
"784","Autographa jota","Plain Golden Y","Lep_8329","Autographa jota","Species","V","phenology/VAutographa_jota.png","phenology/VAutographa_jota_big.png","2443a_jotaik.jpg,2443a_jotanp.jpg","http://ukmoths.org.uk/species/autographa-jota","Lep_8329","Autographa jota","Plain Golden Y",FALSE
"785","Autographa bractea","Gold Spangle","Lep_8332","Autographa bractea","Species","V","phenology/VAutographa_bractea.png","phenology/VAutographa_bractea_big.png","2444_autographa_bractea_helensbay-nirel_ngd.jpg","http://ukmoths.org.uk/species/autographa-bractea","Lep_8332","Autographa bractea","Gold Spangle",FALSE
"786","Syngrapha interrogationis","Scarce Silver Y","Lep_8341","Syngrapha interrogationis","Species","V","phenology/VSyngrapha_interrogationis.png","phenology/VSyngrapha_interrogationis_big.png","scarcesilvery.jpg,2447scarcesilveryrl.jpg,2447scarcesilverygf.jpg,2447scarcesilverylarvarl.jpg","http://ukmoths.org.uk/species/syngrapha-interrogationis","Lep_8341","Syngrapha interrogationis","Scarce Silver Y",FALSE
"787","Abrostola triplasia sensu Bradley (2000)","Dark Spectacle","Lep_8347","Abrostola triplasia","Species","V","phenology/Vabrostola_triplasia.png","phenology/Vabrostola_triplasia_big.png","darkspectacle.jpg,darkspectacletd.jpg","http://ukmoths.org.uk/species/abrostola-triplasia","Lep_8347","Abrostola triplasia","Dark Spectacle",FALSE
"788","Abrostola tripartita","The Spectacle","Lep_8350","Abrostola tripartita","Species","V","phenology/VAbrostola_tripartita.png","phenology/VAbrostola_tripartita_big.png","2450abrostola_tripartitaik.jpg,thespectacleik2.jpg,2450a_tripartitalarvabs.jpg","http://ukmoths.org.uk/species/abrostola-tripartita","Lep_8350","Abrostola tripartita","The Spectacle",FALSE
